"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"711","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"712","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"713","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"714","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"715","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"716","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"717","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"718","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"719","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"720","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"721","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"722","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"723","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"724","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"725","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"726","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"727","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"728","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"729","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"730","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"731","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"732","Clupea harengus","America, North - Inland waters",84,5,143,56,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"733","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"734","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"735","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"736","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"737","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"738","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"739","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"740","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"741","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"742","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"743","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"744","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"745","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"746","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"747","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"748","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"749","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"750","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"751","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"752","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"753","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"754","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"755","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"756","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"757","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"758","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"759","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"760","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"761","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"762","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"763","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"764","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"765","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"766","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"767","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"768","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"769","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"770","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"771","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"772","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"773","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"774","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"775","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"776","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"777","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"778","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"779","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"780","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"781","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"782","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"783","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"784","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"785","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"786","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"787","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"788","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"789","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"790","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"791","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"792","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"793","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"794","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"795","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"796","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"797","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"798","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"799","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"800","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"801","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"802","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"803","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"804","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"805","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"806","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"807","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"808","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"809","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"810","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"811","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"812","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"813","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"814","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"815","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"816","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"817","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"818","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"819","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"820","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"821","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"822","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"823","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"824","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"825","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"826","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"827","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"828","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"829","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"830","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"831","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"832","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"833","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"834","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"835","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"836","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"837","Clupea harengus","Europe - Inland waters",81,35,31,33,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
