RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,AreaType,AreaCode,LngtCode,LngtClass,Sex,Maturity,PlusGr,AgeRings,NoAtLngt,IndWgt,ValidAphiaID,ScientificName_WoRMS,DateofCalculation
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,220,F,62,-9,2,1,120.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,250,F,62,-9,2,1,132.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,260,F,62,-9,2,1,154.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,280,F,62,-9,2,1,206.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,370,F,62,-9,6,1,584.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,390,F,62,-9,7,1,684.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127160,0,28E9,.,390,F,62,-9,7,1,752.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12081,81,2012,W,127160,0,28E9,.,260,M,62,-9,2,1,164.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,260,M,62,-9,2,1,148.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,330,F,62,-9,3,1,320.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,330,F,62,-9,4,1,426.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,340,F,62,-9,4,1,456.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,340,F,62,-9,4,1,466.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127160,0,28E9,.,350,F,62,-9,4,1,478.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,310,F,62,-9,3,1,314.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,350,F,62,-9,3,1,408.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,350,F,62,-9,3,1,448.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,350,F,62,-9,4,1,547.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,360,M,62,-9,5,1,506.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,370,F,62,-9,3,1,578.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,380,F,62,-9,4,1,630.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,390,F,62,-9,4,1,638.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,430,F,62,-9,4,1,763.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,127143,0,28E9,.,490,F,62,-9,6,1,1379.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,260,F,62,-9,4,1,544.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,320,M,62,-9,3,1,460.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,320,M,62,-9,4,1,358.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,330,F,62,-9,3,1,359.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,330,F,62,-9,3,1,448.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,M,62,-9,3,1,382.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,F,62,-9,-9,1,416.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,F,62,-9,3,1,388.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,F,62,-9,3,1,424.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,F,62,-9,4,1,394.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,340,F,62,-9,4,1,475.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,350,F,62,-9,3,1,430.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,350,F,62,-9,3,1,440.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,350,F,62,-9,3,1,482.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,360,M,62,-9,6,1,604.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,360,F,62,-9,3,1,454.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,370,F,62,-9,3,1,520.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,370,F,62,-9,3,1,580.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,370,F,62,-9,3,1,598.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,370,F,62,-9,3,1,602.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,380,F,62,-9,4,1,543.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,380,F,62,-9,4,1,640.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,380,F,62,-9,4,1,690.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,400,M,62,-9,4,1,772.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,400,F,62,-9,3,1,683.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,400,F,62,-9,4,1,699.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,400,F,62,-9,5,1,768.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,420,F,62,-9,4,1,824.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,420,F,62,-9,7,1,890.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,440,F,62,-9,3,1,763.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,440,F,62,-9,5,1,1086.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,450,F,62,-9,10,1,876.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12059,59,2012,W,127143,0,28E9,.,460,F,62,-9,5,1,1100.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12082,82,2012,W,126986,0,28E9,.,230,M,62,-9,1,1,154.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12055,55,2012,W,126986,0,28E9,.,290,F,62,-9,2,1,340.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,127160,0,28F0,.,280,F,62,-9,2,1,234.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12048,48,2012,W,127160,0,28F0,.,330,F,62,-9,4,1,424.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127160,0,28F0,.,260,F,62,-9,2,1,106.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127160,0,28F0,.,260,F,62,-9,2,1,136.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127160,0,28F0,.,330,F,62,-9,4,1,338.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127143,0,28F0,.,320,F,62,-9,4,1,364.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127143,0,28F0,.,340,F,62,-9,5,1,532.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12047,47,2012,W,127143,0,28F0,.,410,F,62,-9,6,1,830.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,127143,0,28F0,.,310,M,62,-9,3,1,298.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,127143,0,28F0,.,310,F,62,-9,2,1,260.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,127143,0,28F0,.,310,F,62,-9,3,1,310.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,127143,0,28F0,.,370,F,62,-9,2,1,596.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,126975,0,28F0,.,290,M,62,-9,4,1,646.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12061,61,2012,W,126975,0,28F0,.,320,M,61,-9,4,1,390.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12060,60,2012,W,126975,0,28F0,.,340,F,62,-9,4,1,407.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12060,60,2012,W,126975,0,28F0,.,380,M,62,-9,5,1,586.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12060,60,2012,W,126975,0,28F0,.,420,M,62,-9,6,1,812.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12060,60,2012,W,126975,0,28F0,.,450,F,62,-9,6,1,930.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12051,51,2012,W,126975,0,28F0,.,500,-9,-9,-9,9,1,1500.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12058,58,2012,W,126975,0,28F0,.,480,M,62,-9,6,1,1100.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12040,40,2012,W,127160,0,29F0,.,290,M,62,-9,3,1,227.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12040,40,2012,W,126986,0,29F0,.,220,F,62,-9,1,1,162.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12064,64,2012,W,126986,0,29F0,.,270,F,62,-9,2,1,263.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12064,64,2012,W,126986,0,29F0,.,320,F,62,-9,2,1,500.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12037,37,2012,W,126986,0,29F0,.,210,M,62,-9,1,1,123.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12037,37,2012,W,126986,0,29F0,.,250,F,62,-9,1,1,217.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12068,68,2012,W,126986,0,29F0,.,250,F,62,-9,2,1,187.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12068,68,2012,W,126986,0,29F0,.,280,-9,-9,-9,2,1,344.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12015,15,2012,W,126986,0,29F1,.,100,U,61,-9,1,1,11.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12015,15,2012,W,126986,0,29F1,.,110,U,61,-9,0,1,14.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126986,0,29F1,.,210,F,62,-9,-9,1,135.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12041,41,2012,W,126986,0,29F1,.,100,U,61,-9,0,1,12.0000,126986,Mullus surmuletus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,127160,0,29F1,.,70,F,62,-9,1,1,49.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12041,41,2012,W,127160,0,29F1,.,300,M,62,-9,5,1,261.0000,127160,Solea solea,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,127143,0,29F1,.,330,F,62,-9,2,1,340.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,127143,0,29F1,.,370,M,62,-9,5,1,452.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126975,0,29F1,.,430,M,62,-9,5,1,716.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126436,0,29F1,.,450,M,61,-9,1,1,1320.0000,126436,Gadus morhua,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,140,F,61,-9,1,1,28.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,150,F,61,-9,0,1,42.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,160,F,61,-9,0,1,46.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,160,F,61,-9,2,1,41.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,180,M,61,-9,1,1,54.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,180,F,61,-9,1,1,59.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,180,F,62,-9,1,1,47.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,180,F,62,-9,1,1,55.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,310,F,62,-9,2,1,308.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,320,F,62,-9,1,1,317.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,127143,0,29F1,.,330,F,62,-9,3,1,341.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12043,43,2012,W,127143,0,29F1,.,120,-9,-9,-9,1,1,13.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12043,43,2012,W,127143,0,29F1,.,130,M,61,-9,0,1,21.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12043,43,2012,W,127143,0,29F1,.,140,M,61,-9,1,1,33.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12043,43,2012,W,127143,0,29F1,.,160,M,61,-9,1,1,33.0000,127143,Pleuronectes platessa,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,270,F,62,-9,-9,1,160.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,300,M,62,-9,4,1,310.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,310,M,61,-9,5,1,285.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,310,F,62,-9,3,1,240.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,320,F,62,-9,4,1,365.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,330,M,62,-9,5,1,420.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,330,F,62,-9,4,1,355.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,330,F,62,-9,4,1,383.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,330,F,62,-9,5,1,560.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,330,F,62,-9,6,1,432.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,340,M,62,-9,4,1,400.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,340,F,62,-9,4,1,420.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,340,F,62,-9,4,1,440.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,360,F,62,-9,5,1,470.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12045,45,2012,W,126975,0,29F1,.,370,F,62,-9,4,1,770.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12042,42,2012,W,126975,0,29F1,.,350,F,62,-9,5,1,575.0000,126975,Dicentrarchus labrax,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,140,F,62,-9,0,1,26.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,150,M,62,-9,0,1,30.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,160,M,62,-9,0,1,39.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,170,M,61,-9,0,1,48.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,170,M,62,-9,0,1,51.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,180,M,61,-9,0,1,52.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,180,M,62,-9,0,1,48.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,180,M,62,-9,0,1,52.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,180,F,62,-9,0,1,46.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,190,M,61,-9,0,1,57.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,190,M,61,-9,0,1,58.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,190,M,61,-9,0,1,70.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,190,F,62,-9,0,1,67.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12016,16,2012,W,126438,0,29F1,.,330,M,62,-9,2,1,264.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,220,F,62,-9,1,1,77.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,230,M,62,-9,1,1,99.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,230,M,62,-9,1,1,100.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,240,M,61,-9,1,1,114.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,240,M,62,-9,1,1,115.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,240,F,62,-9,1,1,100.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,240,F,62,-9,1,1,120.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,240,F,62,-9,2,1,140.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,250,M,61,-9,1,1,115.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,250,M,61,-9,2,1,132.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,250,M,62,-9,2,1,117.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,250,M,62,-9,2,1,138.0000,126438,Merlangius merlangus,20170914
CA,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C12014,14,2012,W,126438,0,29F1,.,270,M,62,-9,1,1,158.0000,126438,Merlangius merlangus,20170914
