Campagne;Annee;Trait;Espece;Nombre;Poids
CGFS;1990;49;LOLI;20;3
CGFS;1990;49;RAJACLA;1;1.5
CGFS;1990;49;SCOMSCO;4;3.2
CGFS;1990;49;SCYOCAN;3;1.1
CGFS;1990;49;SEPIOFF;1;0.7
CGFS;1990;49;SPONCAN;12;3.3
CGFS;1990;49;TRACTRA;480;64.6
CGFS;1990;50;CHELCUC;4;1.2
CGFS;1990;50;LOLI;8;2.4
CGFS;1990;50;MUST;3.0;6.5
CGFS;1990;50;RAJACLA;2;8.1
CGFS;1990;50;SCYOCAN;1;0.5
CGFS;1990;50;SEPIOFF;1;0.6
CGFS;1990;50;SPONCAN;3;0.3
CGFS;1990;50;TRACTRA;20;1.7
CGFS;1990;50;TRISMIN;9;0.1
CGFS;1990;51;CHELCUC;7;0.9
CGFS;1990;51;GADUMOR;2;14.5
CGFS;1990;51;GALOGAL;1;2
CGFS;1990;51;LOLI;6;1.8
CGFS;1990;51;MUST;2;3.1
CGFS;1990;51;SCOMSCO;1;0.5
CGFS;1990;51;SCYOCAN;15;11.5
CGFS;1990;51;SEPIOFF;1;0.9
CGFS;1990;51;TRACTRA;11;2.3
CGFS;1990;51;TRISMIN;231;5.4
CGFS;1990;51;ZEUSFAB;1;1.2
CGFS;1990;55;CHELCUC;38;5.6
CGFS;1990;55;CHELLUC;1;1
CGFS;1990;55;LOLI;18;2.4
CGFS;1990;55;MICTKIT;1;0.5
CGFS;1990;55;RAJACLA;4;6.7
CGFS;1990;55;RAJAUND;1;1.3
CGFS;1990;55;SCYOCAN;29;19.9
CGFS;1990;55;SEPIOFF;4;2.4
CGFS;1990;55;SPONCAN;7;1.9
CGFS;1990;55;TRACTRA;20;3
CGFS;1990;55;TRGPLAS;3;0.5
CGFS;1990;55;TRISLUS;97;15
CGFS;1990;55;TRISMIN;116;3.5
CGFS;1990;56;CHELCUC;9;1.2
CGFS;1990;56;LOLI;10;1.8
CGFS;1990;56;SCYOCAN;12;5.6
CGFS;1990;56;SPONCAN;24;2.4
CGFS;1990;56;TRACTRA;353;50.2
CGFS;1990;56;TRIGLYR;1;1.6
CGFS;1990;57;CHELCUC;35;3.6
CGFS;1990;57;CHELLUC;1;0.3
CGFS;1990;57;LOLI;18;3
CGFS;1990;57;SCYOCAN;11;6.9
CGFS;1990;57;SEPIOFF;4;3.4
CGFS;1990;57;SPONCAN;15;2.4
CGFS;1990;57;TRACTRA;134;7.2
CGFS;1990;58;CHELCUC;81;8.6
CGFS;1990;58;CHELLUC;1;1.6
CGFS;1990;58;GALOGAL;1;2.4
CGFS;1990;58;LOLI;28;3.8
CGFS;1990;58;SCYOCAN;39;21.6
CGFS;1990;58;SCYOSTE;3;2.3
CGFS;1990;58;SEPIOFF;4;2.8
CGFS;1990;58;SPONCAN;6;1.7
CGFS;1990;58;TRACTRA;767;90.2
CGFS;1990;58;TRGPLAS;1;0.2
CGFS;1990;59;CHELCUC;17;3.8
CGFS;1990;59;LOLI;14;5.8
CGFS;1990;59;LOPHPIS;1;3.7
CGFS;1990;59;MICTKIT;1;0.2
CGFS;1990;59;MULLSUR;1;0.2
CGFS;1990;59;SCYOCAN;75;39.8
CGFS;1990;59;SCYOSTE;3;2.2
CGFS;1990;59;SEPIOFF;3;2.3
CGFS;1990;59;SPONCAN;34;4.3
CGFS;1990;59;TRACTRA;286;33.4
CGFS;1990;59;TRISMIN;1730;16.6
CGFS;1990;60;CHELCUC;12;3.2
CGFS;1990;60;FMAMMOD;1;NA
CGFS;1990;60;MULLSUR;1;0.2
CGFS;1990;60;RAJAUND;1;0.4
CGFS;1990;60;SCYOCAN;5;4.2
CGFS;1990;60;SEPIOFF;4;3.4
CGFS;1990;60;SPONCAN;11;1.3
CGFS;1990;60;TRACTRA;418;50.8
CGFS;1990;60;ZEUSFAB;1;1.1
CGFS;1990;61;CHELCUC;18;3.7
CGFS;1990;61;LOLI;14;5.4
CGFS;1990;61;MICTKIT;2;0.5
CGFS;1990;61;RAJACLA;1;0.9
CGFS;1990;61;RAJAUND;1;0.5
CGFS;1990;61;SCYOCAN;1;0.9
CGFS;1990;61;SCYOSTE;3;4.3
CGFS;1990;61;SPONCAN;16;3.3
CGFS;1990;61;TRACTRA;35;5.4
CGFS;1990;62;CHELCUC;6;2.4
CGFS;1990;62;LOLI;5;2.9
CGFS;1990;62;MULLSUR;2;0.5
CGFS;1990;62;SCYOCAN;4;3.6
CGFS;1990;62;SEPIOFF;1;1
CGFS;1990;62;SPONCAN;324;27.3
CGFS;1990;62;TRACTRA;25;1
CGFS;1990;62;TRISLUS;445;18.1
CGFS;1990;62;TRISMIN;5948;143.5
CGFS;1990;63;CHELCUC;7;2.3
CGFS;1990;63;LOLI;35;9.7
CGFS;1990;63;RAJACLA;5;12.7
CGFS;1990;63;SARDPIL;15;0.2
CGFS;1990;63;SCYOCAN;3;2.8
CGFS;1990;63;SEPIOFF;1;0.8
CGFS;1990;63;SPONCAN;114;9.8
CGFS;1990;63;TRACTRA;101;2.3
CGFS;1990;63;TRISLUS;212;8.7
CGFS;1990;63;TRISMIN;3347;58.3
CGFS;1990;64;CHELCUC;1;0.4
CGFS;1990;64;LOLI;147;8.8
CGFS;1990;64;MULLSUR;1;0.3
CGFS;1990;64;RAJACLA;5;11
CGFS;1990;64;SCOMSCO;1;0.4
CGFS;1990;64;SCYOCAN;3;2.6
CGFS;1990;64;SEPIOFF;2;1.3
CGFS;1990;64;SPONCAN;27;2.3
CGFS;1990;64;TRACTRA;662;13.5
CGFS;1990;64;TRISLUS;5;0.3
CGFS;1990;64;TRISMIN;694;5.5
CGFS;1990;64;ZEUGREG;1;0
CGFS;1990;65;CHELCUC;9;2.6
CGFS;1990;65;LOLI;22;5.6
CGFS;1990;65;MULLSUR;4;0.8
CGFS;1990;65;SCOMSCO;3;0.7
CGFS;1990;65;SEPIOFF;10;9.4
CGFS;1990;65;SPONCAN;22;3.8
CGFS;1990;65;TRACTRA;47;2.7
CGFS;1990;65;TRISMIN;31;0.3
CGFS;1990;66;CALM;12;0.3
CGFS;1990;66;CLUPHAR;291;51.5
CGFS;1990;66;ECITVIP;9;0.2
CGFS;1990;66;EUTRGUR;8;0.6
CGFS;1990;66;GADUMOR;1;4.4
CGFS;1990;66;LIMDLIM;409;28.9
CGFS;1990;66;LOLI;1;0.1
CGFS;1990;66;MERNMER;507;71.5
CGFS;1990;66;MICTKIT;1;0.4
CGFS;1990;66;PLATFLE;2;1
CGFS;1990;66;PLEUPLA;18;3.7
CGFS;1990;66;RAJACLA;3;0.5
CGFS;1990;66;SOLESOL;2;0.3
CGFS;1990;66;SPRASPR;3;0.1
CGFS;1990;66;TRACTRA;2;0.4
CGFS;1990;66;TRISLUS;1110;50.5
CGFS;1990;66;TRISMIN;2527;62.8
CGFS;1990;67;CALM;8;0.5
CGFS;1990;67;CHELCUC;3;0.6
CGFS;1990;67;CHELLUC;3;0.1
CGFS;1990;67;GADUMOR;1;7.2
CGFS;1990;67;FMAMMOD;6;0.1
CGFS;1990;67;LOLI;20;4.2
CGFS;1990;67;MULLSUR;1;0.1
CGFS;1990;67;SARDPIL;5;0.1
CGFS;1990;67;SEPIOFF;13;12.3
CGFS;1990;67;SPONCAN;4;0.5
CGFS;1990;67;TRACTRA;1667;18.6
CGFS;1990;68;CHELCUC;8;1.1
CGFS;1990;68;CHELLUC;2;2
CGFS;1990;68;LOLI;23;2.1
CGFS;1990;68;MICTKIT;3;1.3
CGFS;1990;68;MULLSUR;6;1.3
CGFS;1990;68;SEPIOFF;17;15.9
CGFS;1990;68;SPONCAN;68;6.4
CGFS;1990;68;TRACTRA;164;2.2
CGFS;1990;68;TRISMIN;3996;36
CGFS;1990;69;CALM;4;0.2
CGFS;1990;69;CHELLUC;3;0.8
CGFS;1990;69;ECITVIP;1;NA
CGFS;1990;69;LOLI;4;0.2
CGFS;1990;69;MERNMER;27;7.7
CGFS;1990;69;MICTKIT;2;0.7
CGFS;1990;69;PLEUPLA;5;3.3
CGFS;1990;69;RAJABRA;1;0.3
CGFS;1990;69;SEPIOFF;1;0.9
CGFS;1990;69;TRACTRA;71;10.4
CGFS;1990;69;TRISLUS;27;0.8
CGFS;1990;69;TRISMIN;57;0.5
CGFS;1990;70;CHELCUC;4;0.6
CGFS;1990;70;CHELLUC;2;0.8
CGFS;1990;70;EUTRGUR;1;0.1
CGFS;1990;70;LOLI;11;0.7
CGFS;1990;70;MULLSUR;2;0.3
CGFS;1990;70;SCOMSCO;1;0.5
CGFS;1990;70;SEPIOFF;2;1.7
CGFS;1990;70;SPONCAN;5;0.7
CGFS;1990;70;TRACTRA;512;21.2
CGFS;1990;71;CALM;1;0
CGFS;1990;71;CHELCUC;45;7.9
CGFS;1990;71;CHELLUC;2;0.8
CGFS;1990;71;DICELAB;1;0.9
CGFS;1990;71;LOLI;90;6.2
CGFS;1990;71;MULLSUR;13;3.3
CGFS;1990;71;SCYOCAN;14;7.1
CGFS;1990;71;SEPIOFF;3;2.6
CGFS;1990;71;SPONCAN;22;3.8
CGFS;1990;71;TRACTRA;219;39
CGFS;1990;71;TRISMIN;685;5.6
CGFS;1990;71;ZEUSFAB;1;0.7
CGFS;1990;72;CALM;3;0.1
CGFS;1990;72;CHELLUC;6;1.9
CGFS;1990;72;ECITVIP;4;0.1
CGFS;1990;72;LOLI;2;0.9
CGFS;1990;72;MERNMER;5;2.5
CGFS;1990;72;MICUVAR;1;0
CGFS;1990;72;MULLSUR;4;0.7
CGFS;1990;72;POLLPOL;1;1.1
CGFS;1990;72;RAJAMON;1;0.1
CGFS;1990;72;SCYOCAN;7;5.1
CGFS;1990;72;SEPIOFF;2;1.8
CGFS;1990;72;SPONCAN;17;2.3
CGFS;1990;72;TRACTRA;2;0.3
CGFS;1990;72;TRISLUS;73;19.3
CGFS;1990;72;TRISMIN;1403;17.6
CGFS;1990;73;CALM;1;0.1
CGFS;1990;73;CHELLUC;4;1
CGFS;1990;73;ECITVIP;2;NA
CGFS;1990;73;FMAMMOD;1;0.1
CGFS;1990;73;LOLI;3;0.9
CGFS;1990;73;MERNMER;16;6.4
CGFS;1990;73;MULLSUR;2;0.7
CGFS;1990;73;MUST;1;0.3
CGFS;1990;73;RAJACLA;2;3.8
CGFS;1990;73;RAJAMON;7;4.5
CGFS;1990;73;SCYOCAN;9;7.5
CGFS;1990;73;SEPIOFF;3;2.5
CGFS;1990;73;SPONCAN;12;0.8
CGFS;1990;73;SPRASPR;19;0.1
CGFS;1990;73;TRISLUS;60;6.6
CGFS;1990;73;TRISMIN;1041;11.3
CGFS;1990;74;CALM;3;0.2
CGFS;1990;74;ECITVIP;1;NA
CGFS;1990;74;EUTRGUR;11;1.9
CGFS;1990;74;LOLI;4;1.5
CGFS;1990;74;MERNMER;52;13.1
CGFS;1990;74;PLEUPLA;2;0.9
CGFS;1990;74;RAJAMON;1;0.3
CGFS;1990;74;SEPIOFF;1;0.6
CGFS;1990;74;SOLESOL;2;0.5
CGFS;1990;74;TRACTRA;11;1.8
CGFS;1990;74;TRISLUS;802;38.3
CGFS;1990;74;TRISMIN;652;9
CGFS;1990;75;ALOS;1;0.3
CGFS;1990;75;CALM;1;0.1
CGFS;1990;75;CTELRUP;2;0.1
CGFS;1990;75;DICELAB;1;0.5
CGFS;1990;75;LABSBER;1;1.2
CGFS;1990;75;LOLI;15;3.9
CGFS;1990;75;MERNMER;3;0.9
CGFS;1990;75;MULLSUR;2;0.5
CGFS;1990;75;PLEUPLA;3;1.8
CGFS;1990;75;RAJACLA;1;0.3
CGFS;1990;75;SOLESOL;1;0.2
CGFS;1990;75;SPONCAN;17;1.4
CGFS;1990;75;TRACTRA;21;3.9
CGFS;1990;75;TRISLUS;759;35.4
CGFS;1990;75;TRISMIN;243;9.5
CGFS;1991;1;AGONCAT;4;NA
CGFS;1991;1;CALM;23;0.7
CGFS;1991;1;DICELAB;7;3.2
CGFS;1991;1;ECITVIP;2;NA
CGFS;1991;1;GADUMOR;1;0.7
CGFS;1991;1;LIMDLIM;198;16.6
CGFS;1991;1;LIZAAUR;22;36
CGFS;1991;1;MERNMER;4;0.9
CGFS;1991;1;MICTKIT;16;6.4
CGFS;1991;1;NECOPUB;2;NA
CGFS;1991;1;PLEUPLA;14;5.6
CGFS;1991;1;SCOMSCO;7;2.4
CGFS;1991;1;SOLESOL;2;0.4
CGFS;1991;1;TRACTRA;287;74.7
CGFS;1991;1;TRISLUS;16;2.3
CGFS;1991;1;TRISMIN;2;0.1
CGFS;1991;2;CALM;2;0
CGFS;1991;2;CHELCUC;16;2.9
CGFS;1991;2;ENGRENC;3;0
CGFS;1991;2;LIMDLIM;2;0.1
CGFS;1991;2;LOLI;7;0.5
CGFS;1991;2;MICTKIT;3;0.1
CGFS;1991;2;PLEUPLA;1;0.1
CGFS;1991;2;RAJACLA;2;2.3
CGFS;1991;2;SCOMSCO;323;51.1
CGFS;1991;2;SCYOCAN;1;0.7
CGFS;1991;2;TRACTRA;388;5.6
CGFS;1991;3;CALM;7;0.3
CGFS;1991;3;DICELAB;2;0.8
CGFS;1991;3;ECITVIP;1;NA
CGFS;1991;3;FMAMMOD;1;NA
CGFS;1991;3;LIMDLIM;21;2.4
CGFS;1991;3;LOLI;6;0.5
CGFS;1991;3;MERNMER;40;10.6
CGFS;1991;3;MICTKIT;3;1.1
CGFS;1991;3;PLEUPLA;1;0.4
CGFS;1991;3;RAJACLA;1;0.9
CGFS;1991;3;SCOMSCO;4;0.9
CGFS;1991;3;SCYOCAN;3;1.5
CGFS;1991;3;SOLESOL;1;0.1
CGFS;1991;3;SPRASPR;1;0
CGFS;1991;3;TRACTRA;147;32.1
CGFS;1991;3;TRISLUS;1;0.3
CGFS;1991;3;TRISMIN;2;0.1
CGFS;1991;4;CHELCUC;3;0.8
CGFS;1991;4;CHELLUC;2;2.7
CGFS;1991;4;LIMDLIM;3;0.3
CGFS;1991;4;LOLI;2;0.6
CGFS;1991;4;MICTKIT;1;0.2
CGFS;1991;4;MULLSUR;3;0.7
CGFS;1991;4;SCOMSCO;1;0.2
CGFS;1991;4;SCYOCAN;1;0.9
CGFS;1991;4;SPONCAN;7;2.2
CGFS;1991;4;TRACTRA;3129;413.7
CGFS;1991;5;CALM;3;0.1
CGFS;1991;5;CLUPHAR;8;0.1
CGFS;1991;5;ECITVIP;2;NA
CGFS;1991;5;FMAMMOD;3;NA
CGFS;1991;5;LIMDLIM;2;0.3
CGFS;1991;5;LOLI;153;3.4
CGFS;1991;5;MERNMER;183;13.3
CGFS;1991;5;PLEUPLA;1;0.2
CGFS;1991;5;SCOMSCO;8;3
CGFS;1991;5;TRACTRA;70;16
CGFS;1991;5;TRISLUS;1;0
CGFS;1991;6;ECITVIP;8;0.2
CGFS;1991;6;FMAMMOD;5;0.2
CGFS;1991;6;LIMDLIM;24;3
CGFS;1991;6;LIZAAUR;2;1.6
CGFS;1991;6;LOLI;15;0.4
CGFS;1991;6;MERNMER;26;2.9
CGFS;1991;6;PLEUPLA;2;0.6
CGFS;1991;6;SCOMSCO;657;137.5
CGFS;1991;6;TRACTRA;20;5.1
CGFS;1991;7;CALM;1;0
CGFS;1991;7;DICELAB;2;0.7
CGFS;1991;7;ECITVIP;23;0.3
CGFS;1991;7;FMAMMOD;2;0.1
CGFS;1991;7;LIMDLIM;3;0.1
CGFS;1991;7;LOLI;26;0.8
CGFS;1991;7;MERNMER;1;0.1
CGFS;1991;7;PLEUPLA;1;0.2
CGFS;1991;7;SCOMSCO;356;87
CGFS;1991;7;TRACTRA;1120;33.8
CGFS;1991;8;ALOS;1;0.3
CGFS;1991;8;CALM;34;1.5
CGFS;1991;8;CHELLUC;4;1.1
CGFS;1991;8;DICELAB;2;0.7
CGFS;1991;8;ECITVIP;11;0.1
CGFS;1991;8;FMAMMOD;3;0.1
CGFS;1991;8;LIMDLIM;311;43.2
CGFS;1991;8;LOLI;107;2.5
CGFS;1991;8;MERNMER;1;0.2
CGFS;1991;8;MULLSUR;2;0
CGFS;1991;8;PLEUPLA;24;7.5
CGFS;1991;8;SCOMSCO;1578;380.4
CGFS;1991;8;SCOPRHO;1;0.3
CGFS;1991;8;TRACTRA;129;1.4
CGFS;1991;9;CALM;3;0.1
CGFS;1991;9;GADUMOR;1;0.8
CGFS;1991;9;LOLI;132;4.8
CGFS;1991;9;MERNMER;6;2.5
CGFS;1991;9;MICTKIT;2;0.6
CGFS;1991;9;SCOMSCO;12;6.2
CGFS;1991;9;TRACTRA;191;36.3
CGFS;1991;10;CALM;8;0.2
CGFS;1991;10;DICELAB;9;4.5
CGFS;1991;10;ECITVIP;1;NA
CGFS;1991;10;LIMDLIM;45;4.7
CGFS;1991;10;LOLI;1;NA
CGFS;1991;10;MERNMER;104;22.3
CGFS;1991;10;MULLSUR;2;0.7
CGFS;1991;10;PLATFLE;6;3.6
CGFS;1991;10;PLEUPLA;7;3.4
CGFS;1991;10;SCOMSCO;59;19.5
CGFS;1991;10;TRACTRA;542;125.1
CGFS;1991;10;TRISLUS;48;5
CGFS;1991;10;TRISMIN;144;7.2
CGFS;1991;10;ZEUSFAB;4;1.2
CGFS;1991;11;CALM;5;0.2
CGFS;1991;11;DICELAB;1;0.9
CGFS;1991;11;ECITVIP;7;0.1
CGFS;1991;11;FMAMMOD;2;0.1
CGFS;1991;11;LIMDLIM;48;3.5
CGFS;1991;11;LOLI;1;NA
CGFS;1991;11;MERNMER;1;0.2
CGFS;1991;11;PLEUPLA;4;0.6
CGFS;1991;11;SCOMSCO;12;4.3
CGFS;1991;11;SEPIOFF;1;0.6
CGFS;1991;11;TRACTRA;139;30.5
CGFS;1991;11;ZEUSFAB;1;0.3
CGFS;1991;12;BELO;1;0.4
CGFS;1991;12;CALM;7;0.2
CGFS;1991;12;CLUPHAR;957;5.7
CGFS;1991;12;ECITVIP;2;NA
CGFS;1991;12;FMAMMOD;2;0.1
CGFS;1991;12;LIMDLIM;70;3.7
CGFS;1991;12;MERNMER;343;20.1
CGFS;1991;12;PLEUPLA;33;4.9
CGFS;1991;12;SCOMSCO;10;2.8
CGFS;1991;12;SPRASPR;4949;22.1
CGFS;1991;12;TRACTRA;8;2.2
CGFS;1991;12;TRISLUS;3;0.1
CGFS;1991;13;CALM;18;0.9
CGFS;1991;13;CHELLUC;2;0.8
CGFS;1991;13;DICELAB;2;1.5
CGFS;1991;13;ENGRENC;3;0
CGFS;1991;13;LIMDLIM;17;3
CGFS;1991;13;LIZAAUR;4;9
CGFS;1991;13;LOLI;10;0.5
CGFS;1991;13;MULLSUR;2;0.4
CGFS;1991;13;SARDPIL;14;2.2
CGFS;1991;13;SCOMSCO;13;4.7
CGFS;1991;13;SPONCAN;9;3.3
CGFS;1991;13;TRACTRA;892;76.8
CGFS;1991;14;CALM;10;0.5
CGFS;1991;14;CHELCUC;4;1
CGFS;1991;14;ENGRENC;63;0.1
CGFS;1991;14;LIMDLIM;7;1.2
CGFS;1991;14;LOLI;86;1.6
CGFS;1991;14;MERNMER;6;1.3
CGFS;1991;14;MULLSUR;2;0.3
CGFS;1991;14;SCOMSCO;7;2.5
CGFS;1991;14;SPONCAN;1;0.3
CGFS;1991;14;TRACTRA;157;14.6
CGFS;1991;15;CALM;6;0.2
CGFS;1991;15;CHELCUC;1;0.2
CGFS;1991;15;EUTRGUR;1;0.2
CGFS;1991;15;LIMDLIM;44;6.9
CGFS;1991;15;LOLI;21;0.5
CGFS;1991;15;MULLSUR;12;0.2
CGFS;1991;15;SARDPIL;15;1.9
CGFS;1991;15;SPONCAN;1;0.2
CGFS;1991;15;TRACTRA;6135;61.8
CGFS;1991;16;CALM;11;0.5
CGFS;1991;16;CHELCUC;28;4.9
CGFS;1991;16;CHELLUC;1;0.2
CGFS;1991;16;LOLI;14;2.9
CGFS;1991;16;MULLSUR;1;0.2
CGFS;1991;16;RAJACLA;1;0.7
CGFS;1991;16;SARDPIL;3;0.5
CGFS;1991;16;SCOMSCO;11;1.8
CGFS;1991;16;SCYOCAN;1;1.1
CGFS;1991;16;SEPIOFF;5;2.2
CGFS;1991;16;SPONCAN;2;0.5
CGFS;1991;16;TRACTRA;1611;131.9
CGFS;1991;17;CALM;17;0.6
CGFS;1991;17;CLUPHAR;1526;24.4
CGFS;1991;17;ECITVIP;1;NA
CGFS;1991;17;LIMDLIM;32;3.8
CGFS;1991;17;LOLI;37;0.7
CGFS;1991;17;MERNMER;286;17
CGFS;1991;17;PLEUPLA;4;0.3
CGFS;1991;17;SARDPIL;1;0.1
CGFS;1991;17;SEPIOFF;1;NA
CGFS;1991;17;SPRASPR;2039;17.8
CGFS;1991;17;TRACTRA;3;0.5
CGFS;1991;17;TRISLUS;3;0
CGFS;1991;18;CALM;8;0.3
CGFS;1991;18;DICELAB;23;7
CGFS;1991;18;LIMDLIM;40;4
CGFS;1991;18;LOLI;5;0.1
CGFS;1991;18;MERNMER;34;2.9
CGFS;1991;18;PLEUPLA;6;2.3
CGFS;1991;18;SARDPIL;2;0.3
CGFS;1991;18;SCOMSCO;485;152.9
CGFS;1991;18;SOLESOL;1;0.1
CGFS;1991;18;TRACTRA;237;46.8
CGFS;1991;19;CALM;10;0.4
CGFS;1991;19;ECITVIP;2;NA
CGFS;1991;19;LIMDLIM;113;9.8
CGFS;1991;19;LOLI;17;0.3
CGFS;1991;19;MERNMER;3;0.3
CGFS;1991;19;SCOMSCO;4;1.7
CGFS;1991;19;SPONCAN;4;1
CGFS;1991;19;TRACTRA;11995;159.2
CGFS;1991;20;CALM;4;0.3
CGFS;1991;20;CHELCUC;2;0.2
CGFS;1991;20;CHELLUC;4;0.5
CGFS;1991;20;FMAMMOD;1;NA
CGFS;1991;20;LIMDLIM;3;0.2
CGFS;1991;20;LOLI;16;2.7
CGFS;1991;20;NECOPUB;1;NA
CGFS;1991;20;SARDPIL;170;28.7
CGFS;1991;20;SCOMSCO;14;2.2
CGFS;1991;20;SEPIOFF;2;1.1
CGFS;1991;20;SPONCAN;3;0.6
CGFS;1991;20;TRACTRA;134;11.1
CGFS;1991;21;CHELCUC;3;0.6
CGFS;1991;21;ECITVIP;1;NA
CGFS;1991;21;LOLI;3;0.1
CGFS;1991;21;SCOMSCO;51;8.4
CGFS;1991;21;SEPIOFF;6;4.4
CGFS;1991;21;SPONCAN;1;0.3
CGFS;1991;21;TRACTRA;211;22.4
CGFS;1991;22;CHELCUC;5;1.4
CGFS;1991;22;CHELLUC;1;0.9
CGFS;1991;22;LOLI;3;0.7
CGFS;1991;22;PLEUPLA;1;0.7
CGFS;1991;22;SCYOCAN;1;0.5
CGFS;1991;22;SPONCAN;5;1.1
CGFS;1991;22;TRACTRA;223;28.6
CGFS;1991;23;CHELCUC;7;1.3
CGFS;1991;23;LOLI;13;3
CGFS;1991;23;SCYOCAN;2;1.6
CGFS;1991;23;SPONCAN;47;9.2
CGFS;1991;23;TRACTRA;202;25.6
CGFS;1991;24;CHELCUC;26;1.8
CGFS;1991;24;LOLI;6;2.3
CGFS;1991;24;SCOMSCO;1;0.1
CGFS;1991;24;SCYOCAN;6;2
CGFS;1991;24;SEPIOFF;2;1.4
CGFS;1991;24;SPONCAN;7;1.6
CGFS;1991;24;TRACTRA;496;70.5
CGFS;1991;24;TRISMIN;2;0
CGFS;1991;25;CHELCUC;7;1.8
CGFS;1991;25;FMAMMOD;1;NA
CGFS;1991;25;LOLI;5;1.6
CGFS;1991;25;SPONCAN;2;0.5
CGFS;1991;25;TRACTRA;174;26.4
CGFS;1991;26;CALM;9;0.5
CGFS;1991;26;CHELCUC;10;1.7
CGFS;1991;26;LOLI;17;4.7
CGFS;1991;26;MAJABRA;1;0.9
CGFS;1991;26;MICTKIT;1;0.4
CGFS;1991;26;MULLSUR;1;0.2
CGFS;1991;26;SARDPIL;1;0.1
CGFS;1991;26;SCOMSCO;1;0.1
CGFS;1991;26;SEPIOFF;1;0.6
CGFS;1991;26;TRACTRA;519;55.2
CGFS;1991;27;CALM;27;1.1
CGFS;1991;27;CHELCUC;1;0.1
CGFS;1991;27;CHELLUC;3;1.1
CGFS;1991;27;ECITVIP;8;0.2
CGFS;1991;27;EUTRGUR;95;11.8
CGFS;1991;27;LIMDLIM;95;7
CGFS;1991;27;LOLI;19;1
CGFS;1991;27;MERNMER;30;7.5
CGFS;1991;27;MULLSUR;7;0.4
CGFS;1991;27;SEPIOFF;1;0.6
CGFS;1991;27;SPONCAN;2;0.5
CGFS;1991;27;TRACTRA;1070;19.9
CGFS;1991;27;TRISMIN;603;18.1
CGFS;1991;28;CALM;6;0.5
CGFS;1991;28;CHELCUC;5;0.8
CGFS;1991;28;CHELLUC;2;0.5
CGFS;1991;28;DICELAB;1;0.7
CGFS;1991;28;EUTRGUR;4;0.6
CGFS;1991;28;LIMDLIM;1;0.2
CGFS;1991;28;MERNMER;10;2.3
CGFS;1991;28;MICTKIT;1;0.4
CGFS;1991;28;MULLSUR;2;0.5
CGFS;1991;28;SCOMSCO;1415;396.4
CGFS;1991;28;SPONCAN;21;4.7
CGFS;1991;28;TRACTRA;4548;590.9
CGFS;1991;29;ALOS;1;0.3
CGFS;1991;29;ANGUANG;1;0.3
CGFS;1991;29;CALM;85;4
CGFS;1991;29;CLUPHAR;3701;339.3
CGFS;1991;29;GADUMOR;1;1.3
CGFS;1991;29;LIMDLIM;1448;119.2
CGFS;1991;29;MERNMER;304;35
CGFS;1991;29;PLATFLE;2;1.1
CGFS;1991;29;PLEUPLA;8;2.4
CGFS;1991;29;SCOMSCO;154;34
CGFS;1991;29;SOLESOL;2;0.4
CGFS;1991;29;TRACTRA;36;7.3
CGFS;1991;30;CALM;1;0
CGFS;1991;30;PLEUPLA;1;0.4
CGFS;1991;30;SCOMSCO;468;78.4
CGFS;1991;30;TRACTRA;2;0.2
CGFS;1991;31;CHELCUC;28;4.2
CGFS;1991;31;ECITVIP;1;NA
CGFS;1991;31;FMAMMOD;80;1.3
CGFS;1991;31;LOLI;23;7.8
CGFS;1991;31;MULLSUR;1;0.3
CGFS;1991;31;SCYOCAN;2;1.5
CGFS;1991;31;SCYOSTE;2;0.4
CGFS;1991;31;SPONCAN;2;0.3
CGFS;1991;31;TRACTRA;105;11.5
CGFS;1991;32;CHELCUC;21;3.4
CGFS;1991;32;CHELLUC;1;1.2
CGFS;1991;32;ECITVIP;1;NA
CGFS;1991;32;GADUMOR;1;4.8
CGFS;1991;32;LOLI;3;2.3
CGFS;1991;32;MULLSUR;9;1.7
CGFS;1991;32;PLEUPLA;2;0.3
CGFS;1991;32;RAJACLA;1;3.4
CGFS;1991;32;SCOMSCO;13;2.2
CGFS;1991;32;SCYOCAN;14;8.2
CGFS;1991;32;SPONCAN;11;2
CGFS;1991;32;TRACTRA;2408;288.3
CGFS;1991;33;CHELCUC;33;4.4
CGFS;1991;33;LOLI;253;12.5
CGFS;1991;33;MULLSUR;2;0.6
CGFS;1991;33;RAJACLA;5;4.8
CGFS;1991;33;SCYOCAN;6;1.6
CGFS;1991;33;SPONCAN;13;3.2
CGFS;1991;33;TRACTRA;72;10.6
CGFS;1991;34;CALM;68;3.9
CGFS;1991;34;CHELLUC;1;0.2
CGFS;1991;34;CLUPHAR;1;0.2
CGFS;1991;34;EUTRGUR;22;3
CGFS;1991;34;LIMDLIM;149;9.8
CGFS;1991;34;LOLI;47;0.9
CGFS;1991;34;MERNMER;44;4.9
CGFS;1991;34;MUST;1;0.2
CGFS;1991;34;PLEUPLA;4;3.2
CGFS;1991;34;SCOMSCO;254;78.5
CGFS;1991;34;SEPIOFF;1;0.3
CGFS;1991;34;SPONCAN;71;13.2
CGFS;1991;34;TRACTRA;81;15.2
CGFS;1991;35;AMBLRAD;1;1.2
CGFS;1991;35;CALM;4;0.1
CGFS;1991;35;CHELCUC;2;0.5
CGFS;1991;35;EUTRGUR;2;0.2
